timestamp,open,high,low,close,volume,coin
2020-01-01 00:00:00+00:00,128.93,132.93,128.82,130.52,419.85641,ETH
2020-01-02 00:00:00+00:00,130.42,130.53,126.66,127.22,298.29122,ETH
2020-01-03 00:00:00+00:00,127.08,134.88,126.06,133.95,513.53291,ETH
2020-01-04 00:00:00+00:00,134.79,135.83,132.68,134.02,87.49993,ETH
2020-01-05 00:00:00+00:00,134.84,138.51,134.39,135.23,275.28558,ETH
2020-01-06 00:00:00+00:00,135.24,144.52,135.24,143.98,624.32469,ETH
2020-01-07 00:00:00+00:00,144.55,145.4,138.99,142.89,1476.11643,ETH
2020-01-08 00:00:00+00:00,142.94,147.78,137.55,140.89,710.02555,ETH
2020-01-09 00:00:00+00:00,140.51,141.36,135.63,138.08,510.43894,ETH
2020-01-10 00:00:00+00:00,137.71,144.85,135.59,144.32,1092.59512,ETH
2020-01-11 00:00:00+00:00,144.24,147.69,142.15,142.74,296.22261,ETH
2020-01-12 00:00:00+00:00,142.01,146.12,141.96,146.07,250.31463,ETH
2020-01-13 00:00:00+00:00,146.32,147.07,142.55,143.9,424.57906,ETH
2020-01-14 00:00:00+00:00,143.5,170.85,143.5,166.38,3495.88198,ETH
2020-01-15 00:00:00+00:00,165.44,171.75,159.41,165.91,1967.84328,ETH
2020-01-16 00:00:00+00:00,165.59,165.72,158.62,164.43,685.02791,ETH
2020-01-17 00:00:00+00:00,164.63,174.22,163.04,170.21,1701.68023,ETH
2020-01-18 00:00:00+00:00,170.01,179.0,165.28,174.19,1535.67838,ETH
2020-01-19 00:00:00+00:00,174.29,178.23,162.77,166.83,1746.77142,ETH
2020-01-20 00:00:00+00:00,167.14,169.0,161.56,166.85,775.89315,ETH
2020-01-21 00:00:00+00:00,166.9,170.08,165.12,169.19,1654.97278,ETH
2020-01-22 00:00:00+00:00,169.78,171.34,166.27,168.22,590.70276,ETH
2020-01-23 00:00:00+00:00,168.23,168.29,159.63,162.9,1216.70292,ETH
2020-01-24 00:00:00+00:00,163.13,164.52,155.7,162.34,433.32051,ETH
2020-01-25 00:00:00+00:00,161.78,162.44,157.91,160.63,744.22533,ETH
2020-01-26 00:00:00+00:00,160.26,168.0,159.62,167.85,434.89771,ETH
2020-01-27 00:00:00+00:00,168.34,172.01,165.93,170.28,1158.97031,ETH
2020-01-28 00:00:00+00:00,170.54,176.52,170.45,175.91,673.12846,ETH
2020-01-29 00:00:00+00:00,175.99,178.33,173.49,173.86,834.19123,ETH
2020-01-30 00:00:00+00:00,173.86,187.02,171.0,184.41,798.76881,ETH
2020-01-31 00:00:00+00:00,184.67,185.65,175.35,179.53,492.91024,ETH
2020-02-01 00:00:00+00:00,179.43,184.37,179.35,183.75,290.87676,ETH
2020-02-02 00:00:00+00:00,183.19,193.5,179.52,188.65,559.78512,ETH
2020-02-03 00:00:00+00:00,188.07,195.54,187.12,190.15,764.0057,ETH
2020-02-04 00:00:00+00:00,190.55,191.45,185.0,189.06,625.08286,ETH
2020-02-05 00:00:00+00:00,188.89,207.52,188.21,203.85,1082.64183,ETH
2020-02-06 00:00:00+00:00,203.9,216.18,201.0,213.28,1152.74338,ETH
2020-02-07 00:00:00+00:00,213.39,224.58,213.39,223.52,1269.86538,ETH
2020-02-08 00:00:00+00:00,223.53,227.74,213.67,223.44,911.28269,ETH
2020-02-09 00:00:00+00:00,223.69,230.74,223.35,228.16,552.12199,ETH
2020-02-10 00:00:00+00:00,229.09,229.22,216.68,223.3,367.23964,ETH
2020-02-11 00:00:00+00:00,223.03,238.68,218.42,237.19,894.37749,ETH
2020-02-12 00:00:00+00:00,237.03,275.26,237.03,265.53,1558.62421,ETH
2020-02-13 00:00:00+00:00,265.55,278.15,257.21,268.96,2820.67236,ETH
2020-02-14 00:00:00+00:00,268.96,287.2,260.85,285.68,1068.3735,ETH
2020-02-15 00:00:00+00:00,285.7,288.41,262.24,265.05,2263.09522,ETH
2020-02-16 00:00:00+00:00,264.84,273.58,237.53,259.15,2904.47391,ETH
2020-02-17 00:00:00+00:00,259.06,269.61,242.44,267.94,2220.66277,ETH
2020-02-18 00:00:00+00:00,268.39,285.69,259.21,282.08,2072.07273,ETH
2020-02-19 00:00:00+00:00,282.93,286.86,251.84,258.8,2751.43928,ETH
2020-02-20 00:00:00+00:00,257.85,264.13,246.04,257.81,2939.15436,ETH
2020-02-21 00:00:00+00:00,257.0,267.98,254.22,266.54,669.49191,ETH
2020-02-22 00:00:00+00:00,264.44,266.67,256.36,261.81,460.38273,ETH
2020-02-23 00:00:00+00:00,262.04,275.26,261.11,274.94,996.07438,ETH
